Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,YearMonth
384,OD-000162,2033-02-03,2033-02-05,Second Class,Customer-0223,Customer-0223,Home Office,United States,Los Angeles,New York,68408,South,PROD-3220,Office Supplies,Storage,Storage - Item 25,722.91,9,0.1,172.97,2033-02
385,OD-000163,2034-09-18,2034-09-20,First Class,Customer-0184,Customer-0184,Home Office,United States,Chicago,Texas,42980,Central,PROD-6024,Technology,Copiers,Copiers - Item 10,478.26,6,0.1,-2.36,2034-09
386,OD-000163,2034-09-18,2034-09-20,First Class,Customer-0184,Customer-0184,Corporate,United States,Houston,Pennsylvania,13845,Central,PROD-7906,Technology,Copiers,Copiers - Item 40,900.52,2,0.0,116.11,2034-09
387,OD-000163,2034-09-18,2034-09-23,Standard Class,Customer-0184,Customer-0184,Corporate,United States,Los Angeles,Texas,88006,South,PROD-6988,Technology,Copiers,Copiers - Item 60,610.72,6,0.15,85.3,2034-09
388,OD-000164,2028-12-06,2028-12-09,Standard Class,Customer-0495,Customer-0495,Home Office,United States,Houston,New York,67853,South,PROD-2823,Technology,Copiers,Copiers - Item 69,111.47,8,0.0,-28.71,2028-12
389,OD-000165,2022-09-25,2022-09-27,First Class,Customer-0427,Customer-0427,Home Office,United States,Phoenix,Pennsylvania,28161,East,PROD-8490,Technology,Machines,Machines - Item 62,92.43,8,0.05,27.88,2022-09
390,OD-000166,2024-06-04,2024-06-07,Standard Class,Customer-0178,Customer-0178,Corporate,United States,Philadelphia,California,62021,East,PROD-2242,Technology,Machines,Machines - Item 92,373.67,1,0.0,81.06,2024-06
391,OD-000166,2024-06-04,2024-06-08,Second Class,Customer-0178,Customer-0178,Consumer,United States,New York,New York,20683,East,PROD-5060,Technology,Machines,Machines - Item 77,581.41,5,0.2,-42.68,2024-06
392,OD-000166,2024-06-04,2024-06-07,Standard Class,Customer-0178,Customer-0178,Consumer,United States,New York,Texas,88648,Central,PROD-1968,Technology,Machines,Machines - Item 67,685.77,9,0.0,-40.61,2024-06
393,OD-000167,2033-12-03,2033-12-08,Second Class,Customer-0919,Customer-0919,Corporate,United States,San Antonio,California,32912,South,PROD-5213,Office Supplies,Supplies,Supplies - Item 4,901.31,8,0.1,111.31,2033-12
394,OD-000167,2033-12-03,2033-12-09,First Class,Customer-0919,Customer-0919,Home Office,United States,Houston,Texas,46486,West,PROD-2500,Office Supplies,Supplies,Supplies - Item 75,700.89,7,0.15,-47.47,2033-12
395,OD-000167,2033-12-03,2033-12-06,First Class,Customer-0919,Customer-0919,Home Office,United States,Los Angeles,Pennsylvania,30719,West,PROD-9648,Office Supplies,Supplies,Supplies - Item 98,945.57,7,0.15,162.12,2033-12
396,OD-000168,2023-07-22,2023-07-27,First Class,Customer-0428,Customer-0428,Consumer,United States,Los Angeles,Texas,95914,Central,PROD-9414,Furniture,Tables,Tables - Item 79,69.51,5,0.0,-1.83,2023-07
397,OD-000168,2023-07-22,2023-07-28,First Class,Customer-0428,Customer-0428,Consumer,United States,Phoenix,Texas,36708,East,PROD-2054,Furniture,Tables,Tables - Item 54,604.53,9,0.1,11.66,2023-07
398,OD-000168,2023-07-22,2023-07-28,Same Day,Customer-0428,Customer-0428,Home Office,United States,Philadelphia,Arizona,62772,Central,PROD-9789,Furniture,Tables,Tables - Item 8,419.53,1,0.0,197.66,2023-07
399,OD-000168,2023-07-22,2023-07-28,Second Class,Customer-0428,Customer-0428,Home Office,United States,San Diego,California,99494,South,PROD-6481,Furniture,Tables,Tables - Item 64,883.62,2,0.15,190.05,2023-07
400,OD-000169,2023-03-10,2023-03-16,Second Class,Customer-0294,Customer-0294,Consumer,United States,Phoenix,New York,95435,South,PROD-5598,Technology,Copiers,Copiers - Item 17,134.36,7,0.05,171.48,2023-03
401,OD-000169,2023-03-10,2023-03-11,First Class,Customer-0294,Customer-0294,Corporate,United States,San Antonio,California,47381,West,PROD-9427,Technology,Copiers,Copiers - Item 43,145.93,2,0.0,-10.77,2023-03
402,OD-000169,2023-03-10,2023-03-12,Same Day,Customer-0294,Customer-0294,Consumer,United States,San Diego,Pennsylvania,73321,South,PROD-7558,Technology,Copiers,Copiers - Item 10,882.82,5,0.15,104.47,2023-03
403,OD-000169,2023-03-10,2023-03-14,Standard Class,Customer-0294,Customer-0294,Home Office,United States,New York,California,46538,East,PROD-1975,Technology,Copiers,Copiers - Item 54,276.17,8,0.1,114.2,2023-03
404,OD-000170,2024-07-31,2024-08-02,Second Class,Customer-0852,Customer-0852,Home Office,United States,Philadelphia,California,90032,Central,PROD-2963,Technology,Phones,Phones - Item 34,59.1,1,0.0,130.31,2024-07
405,OD-000170,2024-07-31,2024-08-03,Second Class,Customer-0852,Customer-0852,Corporate,United States,New York,Texas,30607,South,PROD-5607,Technology,Phones,Phones - Item 18,853.45,1,0.15,131.58,2024-07
406,OD-000171,2034-04-24,2034-04-30,Second Class,Customer-0151,Customer-0151,Home Office,United States,New York,Pennsylvania,92606,West,PROD-1356,Office Supplies,Binders,Binders - Item 17,125.89,6,0.15,-18.28,2034-04
407,OD-000171,2034-04-24,2034-04-27,First Class,Customer-0151,Customer-0151,Corporate,United States,Phoenix,Illinois,95311,Central,PROD-5357,Office Supplies,Binders,Binders - Item 16,496.42,2,0.15,45.9,2034-04
408,OD-000171,2034-04-24,2034-04-25,Standard Class,Customer-0151,Customer-0151,Consumer,United States,Los Angeles,Texas,92797,Central,PROD-1292,Office Supplies,Binders,Binders - Item 24,417.22,7,0.05,145.12,2034-04
409,OD-000171,2034-04-24,2034-04-30,First Class,Customer-0151,Customer-0151,Consumer,United States,San Antonio,California,63015,Central,PROD-4400,Office Supplies,Binders,Binders - Item 12,661.82,4,0.15,89.9,2034-04
410,OD-000172,2028-01-16,2028-01-18,Standard Class,Customer-0384,Customer-0384,Home Office,United States,San Diego,California,15409,Central,PROD-8869,Technology,Machines,Machines - Item 13,749.76,7,0.0,-11.08,2028-01
411,OD-000173,2025-02-15,2025-02-17,Standard Class,Customer-0638,Customer-0638,Home Office,United States,Phoenix,Arizona,25764,South,PROD-6755,Technology,Phones,Phones - Item 19,89.22,8,0.2,164.59,2025-02
412,OD-000173,2025-02-15,2025-02-16,Second Class,Customer-0638,Customer-0638,Home Office,United States,San Diego,Pennsylvania,26956,West,PROD-1614,Technology,Phones,Phones - Item 83,672.62,7,0.05,101.74,2025-02
413,OD-000173,2025-02-15,2025-02-17,Second Class,Customer-0638,Customer-0638,Consumer,United States,New York,Arizona,68971,West,PROD-4808,Technology,Phones,Phones - Item 65,507.76,2,0.05,60.52,2025-02
414,OD-000174,2034-01-26,2034-01-31,Same Day,Customer-0813,Customer-0813,Consumer,United States,Houston,Illinois,94433,East,PROD-7861,Furniture,Chairs,Chairs - Item 31,372.62,7,0.2,20.8,2034-01
415,OD-000175,2034-01-18,2034-01-24,Standard Class,Customer-0308,Customer-0308,Consumer,United States,Los Angeles,Texas,93797,East,PROD-2699,Furniture,Chairs,Chairs - Item 6,700.04,6,0.2,35.29,2034-01
416,OD-000175,2034-01-18,2034-01-20,First Class,Customer-0308,Customer-0308,Home Office,United States,Houston,New York,90141,South,PROD-9419,Furniture,Chairs,Chairs - Item 81,87.1,8,0.15,44.06,2034-01
417,OD-000176,2022-07-30,2022-08-02,Standard Class,Customer-0336,Customer-0336,Corporate,United States,San Antonio,Pennsylvania,56715,West,PROD-6781,Technology,Phones,Phones - Item 46,346.3,1,0.2,-2.23,2022-07
418,OD-000176,2022-07-30,2022-08-02,Standard Class,Customer-0336,Customer-0336,Corporate,United States,San Diego,Illinois,80382,Central,PROD-5798,Technology,Phones,Phones - Item 78,38.83,1,0.0,87.67,2022-07
419,OD-000176,2022-07-30,2022-08-03,Same Day,Customer-0336,Customer-0336,Home Office,United States,New York,New York,96753,West,PROD-2353,Technology,Phones,Phones - Item 70,900.6,7,0.1,141.02,2022-07
420,OD-000176,2022-07-30,2022-08-04,Standard Class,Customer-0336,Customer-0336,Corporate,United States,New York,Pennsylvania,47909,East,PROD-4671,Technology,Phones,Phones - Item 25,377.56,8,0.1,26.43,2022-07
421,OD-000177,2030-01-12,2030-01-18,First Class,Customer-0946,Customer-0946,Corporate,United States,New York,Texas,18493,South,PROD-3763,Furniture,Tables,Tables - Item 38,695.95,2,0.1,154.45,2030-01
422,OD-000177,2030-01-12,2030-01-13,Standard Class,Customer-0946,Customer-0946,Corporate,United States,New York,California,81319,East,PROD-6406,Furniture,Tables,Tables - Item 55,263.31,2,0.1,100.5,2030-01
423,OD-000178,2026-04-29,2026-05-02,First Class,Customer-0746,Customer-0746,Consumer,United States,Houston,Texas,80793,West,PROD-8982,Technology,Copiers,Copiers - Item 57,860.39,7,0.05,59.51,2026-04
424,OD-000178,2026-04-29,2026-04-30,Same Day,Customer-0746,Customer-0746,Corporate,United States,San Diego,Texas,17833,Central,PROD-3653,Technology,Copiers,Copiers - Item 42,732.12,1,0.05,39.75,2026-04
425,OD-000179,2032-11-16,2032-11-20,Standard Class,Customer-0892,Customer-0892,Home Office,United States,Phoenix,California,95395,West,PROD-2309,Office Supplies,Storage,Storage - Item 97,649.9,4,0.2,-39.59,2032-11
426,OD-000179,2032-11-16,2032-11-20,First Class,Customer-0892,Customer-0892,Home Office,United States,Phoenix,California,39377,South,PROD-1421,Office Supplies,Storage,Storage - Item 65,240.86,3,0.1,27.34,2032-11
427,OD-000179,2032-11-16,2032-11-21,Standard Class,Customer-0892,Customer-0892,Corporate,United States,Philadelphia,Texas,65283,West,PROD-4258,Office Supplies,Storage,Storage - Item 14,421.11,3,0.0,38.88,2032-11
428,OD-000180,2035-01-21,2035-01-22,Second Class,Customer-0375,Customer-0375,Home Office,United States,San Antonio,Texas,28522,East,PROD-1109,Office Supplies,Paper,Paper - Item 49,800.5,4,0.2,11.14,2035-01
429,OD-000180,2035-01-21,2035-01-25,Same Day,Customer-0375,Customer-0375,Consumer,United States,Houston,New York,44815,West,PROD-1145,Office Supplies,Paper,Paper - Item 76,139.15,7,0.0,-11.51,2035-01
430,OD-000181,2022-07-06,2022-07-07,First Class,Customer-0008,Customer-0008,Consumer,United States,San Antonio,Illinois,36613,East,PROD-4196,Office Supplies,Storage,Storage - Item 81,579.32,6,0.2,87.42,2022-07
431,OD-000181,2022-07-06,2022-07-08,Second Class,Customer-0008,Customer-0008,Home Office,United States,Houston,Texas,11105,Central,PROD-2667,Office Supplies,Storage,Storage - Item 37,567.53,9,0.2,-49.04,2022-07
432,OD-000181,2022-07-06,2022-07-09,Same Day,Customer-0008,Customer-0008,Corporate,United States,San Diego,New York,66866,East,PROD-8804,Office Supplies,Storage,Storage - Item 10,994.62,5,0.0,-31.48,2022-07
433,OD-000181,2022-07-06,2022-07-09,Standard Class,Customer-0008,Customer-0008,Consumer,United States,New York,California,86693,South,PROD-7696,Office Supplies,Storage,Storage - Item 87,95.59,7,0.15,62.4,2022-07
434,OD-000182,2020-12-10,2020-12-11,Same Day,Customer-0341,Customer-0341,Consumer,United States,New York,New York,97858,South,PROD-5677,Office Supplies,Paper,Paper - Item 37,292.33,9,0.2,89.95,2020-12
435,OD-000183,2034-04-07,2034-04-09,Same Day,Customer-0129,Customer-0129,Consumer,United States,Houston,Texas,55771,South,PROD-1818,Furniture,Furnishings,Furnishings - Item 42,24.87,2,0.05,-36.31,2034-04
436,OD-000183,2034-04-07,2034-04-09,Standard Class,Customer-0129,Customer-0129,Home Office,United States,Phoenix,New York,36382,South,PROD-7331,Furniture,Furnishings,Furnishings - Item 61,406.03,7,0.0,185.3,2034-04
437,OD-000183,2034-04-07,2034-04-13,Same Day,Customer-0129,Customer-0129,Consumer,United States,Los Angeles,Texas,52249,West,PROD-9974,Furniture,Furnishings,Furnishings - Item 28,962.0,1,0.0,-25.33,2034-04
438,OD-000183,2034-04-07,2034-04-13,First Class,Customer-0129,Customer-0129,Corporate,United States,San Diego,Illinois,65612,Central,PROD-4391,Furniture,Furnishings,Furnishings - Item 31,819.92,9,0.05,156.07,2034-04
439,OD-000184,2034-02-21,2034-02-26,Second Class,Customer-0776,Customer-0776,Corporate,United States,San Antonio,New York,62243,South,PROD-1968,Technology,Accessories,Accessories - Item 2,139.57,4,0.15,183.13,2034-02
440,OD-000185,2031-12-28,2032-01-03,First Class,Customer-0669,Customer-0669,Corporate,United States,Los Angeles,Illinois,57965,West,PROD-9005,Technology,Phones,Phones - Item 2,69.33,1,0.2,22.48,2031-12
441,OD-000186,2031-01-31,2031-02-05,Same Day,Customer-0352,Customer-0352,Corporate,United States,Philadelphia,Arizona,29569,Central,PROD-6285,Furniture,Furnishings,Furnishings - Item 11,167.8,4,0.15,178.69,2031-01
442,OD-000186,2031-01-31,2031-02-01,Second Class,Customer-0352,Customer-0352,Corporate,United States,Los Angeles,California,85677,East,PROD-6234,Furniture,Furnishings,Furnishings - Item 31,422.12,4,0.2,99.75,2031-01
443,OD-000187,2029-04-06,2029-04-09,Standard Class,Customer-0358,Customer-0358,Home Office,United States,New York,Pennsylvania,56910,East,PROD-5047,Office Supplies,Labels,Labels - Item 30,992.15,7,0.05,6.54,2029-04
444,OD-000187,2029-04-06,2029-04-07,First Class,Customer-0358,Customer-0358,Home Office,United States,Los Angeles,California,59832,South,PROD-3070,Office Supplies,Labels,Labels - Item 47,398.91,2,0.05,94.52,2029-04
445,OD-000188,2033-08-28,2033-08-29,Standard Class,Customer-0517,Customer-0517,Home Office,United States,Phoenix,California,65989,West,PROD-5922,Furniture,Furnishings,Furnishings - Item 41,483.5,6,0.05,16.4,2033-08
446,OD-000188,2033-08-28,2033-08-29,Standard Class,Customer-0517,Customer-0517,Consumer,United States,Los Angeles,Texas,76691,Central,PROD-5477,Furniture,Furnishings,Furnishings - Item 10,14.84,6,0.15,39.55,2033-08
447,OD-000188,2033-08-28,2033-08-31,Second Class,Customer-0517,Customer-0517,Home Office,United States,Phoenix,New York,24274,East,PROD-6393,Furniture,Furnishings,Furnishings - Item 20,389.73,2,0.0,174.06,2033-08
448,OD-000188,2033-08-28,2033-08-30,Same Day,Customer-0517,Customer-0517,Corporate,United States,Los Angeles,California,19425,West,PROD-9444,Furniture,Furnishings,Furnishings - Item 19,860.25,8,0.1,15.63,2033-08
449,OD-000189,2032-02-01,2032-02-05,Standard Class,Customer-0495,Customer-0495,Corporate,United States,Chicago,New York,25037,West,PROD-8060,Office Supplies,Labels,Labels - Item 76,978.08,4,0.1,112.11,2032-02
450,OD-000189,2032-02-01,2032-02-07,First Class,Customer-0495,Customer-0495,Home Office,United States,Houston,California,97086,West,PROD-3987,Office Supplies,Labels,Labels - Item 48,57.98,5,0.15,91.47,2032-02
451,OD-000189,2032-02-01,2032-02-05,First Class,Customer-0495,Customer-0495,Consumer,United States,Phoenix,New York,29971,South,PROD-1076,Office Supplies,Labels,Labels - Item 48,641.76,6,0.05,-26.62,2032-02
452,OD-000190,2020-10-25,2020-10-28,Standard Class,Customer-0086,Customer-0086,Consumer,United States,Phoenix,California,43012,West,PROD-4849,Office Supplies,Binders,Binders - Item 86,312.59,9,0.0,84.42,2020-10
453,OD-000190,2020-10-25,2020-10-29,First Class,Customer-0086,Customer-0086,Consumer,United States,New York,California,60621,East,PROD-4374,Office Supplies,Binders,Binders - Item 16,755.2,8,0.15,-48.23,2020-10
454,OD-000190,2020-10-25,2020-10-29,Same Day,Customer-0086,Customer-0086,Corporate,United States,San Diego,Illinois,43725,Central,PROD-1560,Office Supplies,Binders,Binders - Item 51,325.85,2,0.15,-18.38,2020-10
455,OD-000190,2020-10-25,2020-10-31,Second Class,Customer-0086,Customer-0086,Consumer,United States,Phoenix,Pennsylvania,97502,Central,PROD-6390,Office Supplies,Binders,Binders - Item 46,581.29,8,0.0,86.65,2020-10
456,OD-000191,2024-06-21,2024-06-27,Standard Class,Customer-0175,Customer-0175,Corporate,United States,San Diego,New York,56930,West,PROD-9853,Furniture,Furnishings,Furnishings - Item 20,723.91,9,0.0,160.63,2024-06
457,OD-000191,2024-06-21,2024-06-26,First Class,Customer-0175,Customer-0175,Consumer,United States,New York,California,15295,East,PROD-6902,Furniture,Furnishings,Furnishings - Item 65,247.55,6,0.15,94.93,2024-06
458,OD-000191,2024-06-21,2024-06-22,Second Class,Customer-0175,Customer-0175,Home Office,United States,Los Angeles,New York,48374,Central,PROD-1730,Furniture,Furnishings,Furnishings - Item 57,194.9,1,0.2,141.69,2024-06
459,OD-000192,2028-06-07,2028-06-10,First Class,Customer-0802,Customer-0802,Consumer,United States,San Antonio,Texas,95149,South,PROD-7265,Furniture,Furnishings,Furnishings - Item 41,286.88,2,0.1,166.41,2028-06
460,OD-000193,2029-04-01,2029-04-04,First Class,Customer-0193,Customer-0193,Consumer,United States,Philadelphia,Texas,99792,West,PROD-6310,Furniture,Bookcases,Bookcases - Item 51,794.74,8,0.2,-30.92,2029-04
461,OD-000194,2034-09-06,2034-09-07,Same Day,Customer-0311,Customer-0311,Home Office,United States,San Diego,New York,83225,South,PROD-5243,Office Supplies,Supplies,Supplies - Item 75,837.76,2,0.15,-11.58,2034-09
462,OD-000194,2034-09-06,2034-09-10,Standard Class,Customer-0311,Customer-0311,Consumer,United States,New York,Illinois,97359,East,PROD-7449,Office Supplies,Supplies,Supplies - Item 62,87.54,3,0.15,146.25,2034-09
463,OD-000194,2034-09-06,2034-09-12,Standard Class,Customer-0311,Customer-0311,Consumer,United States,New York,Illinois,85591,East,PROD-9808,Office Supplies,Supplies,Supplies - Item 99,473.07,9,0.05,171.96,2034-09
464,OD-000194,2034-09-06,2034-09-08,Second Class,Customer-0311,Customer-0311,Corporate,United States,New York,California,25704,South,PROD-5953,Office Supplies,Supplies,Supplies - Item 47,680.32,8,0.1,47.02,2034-09
465,OD-000195,2023-02-04,2023-02-07,First Class,Customer-0119,Customer-0119,Consumer,United States,San Diego,Texas,38182,South,PROD-1909,Technology,Accessories,Accessories - Item 63,229.24,1,0.15,93.49,2023-02
466,OD-000195,2023-02-04,2023-02-05,Standard Class,Customer-0119,Customer-0119,Corporate,United States,New York,Texas,41958,South,PROD-2695,Technology,Accessories,Accessories - Item 79,465.46,2,0.15,-41.76,2023-02
467,OD-000196,2028-01-18,2028-01-24,First Class,Customer-0218,Customer-0218,Corporate,United States,New York,Illinois,35651,South,PROD-8195,Technology,Machines,Machines - Item 65,135.83,5,0.2,-39.08,2028-01
468,OD-000197,2029-04-21,2029-04-27,Same Day,Customer-0427,Customer-0427,Consumer,United States,Philadelphia,Texas,48262,West,PROD-4406,Technology,Phones,Phones - Item 31,491.18,9,0.05,82.01,2029-04
469,OD-000197,2029-04-21,2029-04-26,First Class,Customer-0427,Customer-0427,Corporate,United States,Phoenix,Texas,97793,Central,PROD-4534,Technology,Phones,Phones - Item 85,521.95,8,0.15,151.09,2029-04
470,OD-000198,2033-04-29,2033-05-04,Same Day,Customer-0970,Customer-0970,Home Office,United States,San Antonio,Arizona,71756,South,PROD-6931,Technology,Accessories,Accessories - Item 86,880.67,1,0.0,69.68,2033-04
471,OD-000199,2024-01-28,2024-01-30,Second Class,Customer-0414,Customer-0414,Corporate,United States,Philadelphia,Texas,81574,South,PROD-7229,Technology,Accessories,Accessories - Item 57,205.47,7,0.0,-18.43,2024-01
472,OD-000199,2024-01-28,2024-01-31,First Class,Customer-0414,Customer-0414,Consumer,United States,Phoenix,California,22638,South,PROD-4873,Technology,Accessories,Accessories - Item 96,627.72,8,0.2,-30.71,2024-01
473,OD-000200,2034-05-18,2034-05-22,First Class,Customer-0114,Customer-0114,Consumer,United States,Philadelphia,California,37213,Central,PROD-9298,Technology,Phones,Phones - Item 15,733.62,9,0.2,134.27,2034-05
474,OD-000200,2034-05-18,2034-05-24,Second Class,Customer-0114,Customer-0114,Corporate,United States,Houston,Arizona,21254,Central,PROD-6192,Technology,Phones,Phones - Item 96,61.45,8,0.1,64.56,2034-05
475,OD-000200,2034-05-18,2034-05-22,Second Class,Customer-0114,Customer-0114,Consumer,United States,Phoenix,Illinois,68418,Central,PROD-1148,Technology,Phones,Phones - Item 91,362.83,8,0.05,190.47,2034-05
476,OD-000200,2034-05-18,2034-05-24,Same Day,Customer-0114,Customer-0114,Corporate,United States,Houston,Texas,40697,East,PROD-6392,Technology,Phones,Phones - Item 68,415.47,4,0.05,69.5,2034-05
477,OD-000201,2031-10-04,2031-10-05,Standard Class,Customer-0978,Customer-0978,Consumer,United States,Philadelphia,California,35287,Central,PROD-3586,Technology,Accessories,Accessories - Item 89,759.85,1,0.2,152.44,2031-10
478,OD-000201,2031-10-04,2031-10-07,First Class,Customer-0978,Customer-0978,Consumer,United States,Phoenix,Illinois,52503,West,PROD-6769,Technology,Accessories,Accessories - Item 78,915.93,3,0.2,13.19,2031-10
479,OD-000201,2031-10-04,2031-10-07,First Class,Customer-0978,Customer-0978,Corporate,United States,San Antonio,California,40177,East,PROD-8727,Technology,Accessories,Accessories - Item 40,855.72,9,0.15,-24.12,2031-10
480,OD-000202,2022-07-15,2022-07-19,First Class,Customer-0145,Customer-0145,Home Office,United States,San Antonio,New York,34142,West,PROD-1906,Furniture,Chairs,Chairs - Item 90,896.13,8,0.2,164.83,2022-07
481,OD-000203,2028-10-21,2028-10-23,First Class,Customer-0538,Customer-0538,Consumer,United States,Phoenix,Texas,87947,West,PROD-6448,Furniture,Tables,Tables - Item 59,345.17,9,0.1,123.97,2028-10
482,OD-000203,2028-10-21,2028-10-27,Second Class,Customer-0538,Customer-0538,Consumer,United States,San Antonio,California,11559,West,PROD-6830,Furniture,Tables,Tables - Item 24,291.67,6,0.1,70.03,2028-10
483,OD-000203,2028-10-21,2028-10-23,Standard Class,Customer-0538,Customer-0538,Consumer,United States,New York,New York,90618,West,PROD-5490,Furniture,Tables,Tables - Item 74,401.0,1,0.15,195.53,2028-10
484,OD-000203,2028-10-21,2028-10-23,Same Day,Customer-0538,Customer-0538,Consumer,United States,Phoenix,New York,34714,Central,PROD-5725,Furniture,Tables,Tables - Item 70,10.4,8,0.2,-2.13,2028-10
485,OD-000204,2028-06-19,2028-06-24,Second Class,Customer-0648,Customer-0648,Corporate,United States,San Diego,Texas,62137,South,PROD-1713,Office Supplies,Paper,Paper - Item 81,308.44,1,0.0,101.5,2028-06
486,OD-000204,2028-06-19,2028-06-25,Standard Class,Customer-0648,Customer-0648,Corporate,United States,Phoenix,Illinois,44600,West,PROD-8600,Office Supplies,Paper,Paper - Item 48,290.67,8,0.0,35.26,2028-06
487,OD-000205,2023-06-25,2023-06-26,Standard Class,Customer-0303,Customer-0303,Consumer,United States,San Diego,California,54674,East,PROD-2682,Office Supplies,Labels,Labels - Item 60,355.56,2,0.05,150.4,2023-06
488,OD-000205,2023-06-25,2023-06-26,Same Day,Customer-0303,Customer-0303,Corporate,United States,Houston,Arizona,85312,South,PROD-6563,Office Supplies,Labels,Labels - Item 20,264.11,9,0.05,147.32,2023-06
489,OD-000205,2023-06-25,2023-06-27,Standard Class,Customer-0303,Customer-0303,Corporate,United States,Los Angeles,Texas,14512,South,PROD-7282,Office Supplies,Labels,Labels - Item 20,75.74,6,0.05,60.68,2023-06
490,OD-000205,2023-06-25,2023-06-26,Second Class,Customer-0303,Customer-0303,Consumer,United States,Philadelphia,New York,79180,Central,PROD-8773,Office Supplies,Labels,Labels - Item 51,201.85,9,0.1,185.55,2023-06
491,OD-000206,2029-02-13,2029-02-18,Second Class,Customer-0744,Customer-0744,Home Office,United States,Houston,Illinois,82499,Central,PROD-5568,Furniture,Tables,Tables - Item 31,151.23,4,0.15,157.42,2029-02
492,OD-000207,2027-03-19,2027-03-24,First Class,Customer-0881,Customer-0881,Corporate,United States,Chicago,New York,11509,West,PROD-2578,Technology,Phones,Phones - Item 27,336.03,1,0.1,74.07,2027-03
493,OD-000207,2027-03-19,2027-03-24,Second Class,Customer-0881,Customer-0881,Consumer,United States,Houston,Illinois,30601,East,PROD-3732,Technology,Phones,Phones - Item 26,205.13,8,0.15,63.46,2027-03
494,OD-000207,2027-03-19,2027-03-23,First Class,Customer-0881,Customer-0881,Consumer,United States,Los Angeles,New York,98743,West,PROD-7604,Technology,Phones,Phones - Item 75,197.19,2,0.05,108.32,2027-03
495,OD-000208,2027-08-19,2027-08-24,Standard Class,Customer-0588,Customer-0588,Consumer,United States,San Antonio,California,30125,South,PROD-2298,Office Supplies,Paper,Paper - Item 7,98.33,6,0.05,160.33,2027-08
496,OD-000208,2027-08-19,2027-08-21,Second Class,Customer-0588,Customer-0588,Corporate,United States,Chicago,Texas,63024,West,PROD-8690,Office Supplies,Paper,Paper - Item 33,355.12,7,0.2,-4.21,2027-08
497,OD-000208,2027-08-19,2027-08-25,First Class,Customer-0588,Customer-0588,Corporate,United States,Houston,Arizona,48736,Central,PROD-8641,Office Supplies,Paper,Paper - Item 6,692.74,9,0.05,106.5,2027-08
498,OD-000209,2020-11-29,2020-12-05,Second Class,Customer-0987,Customer-0987,Consumer,United States,Chicago,Texas,82762,South,PROD-6890,Technology,Accessories,Accessories - Item 58,339.41,9,0.0,-27.62,2020-11
499,OD-000209,2020-11-29,2020-12-03,First Class,Customer-0987,Customer-0987,Consumer,United States,Houston,New York,12580,Central,PROD-9243,Technology,Accessories,Accessories - Item 82,865.32,3,0.2,-1.75,2020-11
500,OD-000209,2020-11-29,2020-12-01,Same Day,Customer-0987,Customer-0987,Home Office,United States,Phoenix,Texas,24260,South,PROD-2074,Technology,Accessories,Accessories - Item 53,374.03,1,0.15,27.41,2020-11
501,OD-000209,2020-11-29,2020-12-01,Same Day,Customer-0987,Customer-0987,Home Office,United States,Los Angeles,New York,94258,South,PROD-1500,Technology,Accessories,Accessories - Item 58,218.27,1,0.1,80.11,2020-11
502,OD-000210,2024-11-30,2024-12-01,Same Day,Customer-0840,Customer-0840,Consumer,United States,Phoenix,California,20073,South,PROD-6901,Furniture,Chairs,Chairs - Item 91,956.08,3,0.2,140.15,2024-11
503,OD-000210,2024-11-30,2024-12-04,Standard Class,Customer-0840,Customer-0840,Consumer,United States,Chicago,Texas,22500,West,PROD-6241,Furniture,Chairs,Chairs - Item 99,680.21,9,0.2,199.73,2024-11
504,OD-000210,2024-11-30,2024-12-04,First Class,Customer-0840,Customer-0840,Consumer,United States,Houston,Arizona,78754,West,PROD-5016,Furniture,Chairs,Chairs - Item 22,373.6,9,0.1,42.07,2024-11
505,OD-000211,2030-03-21,2030-03-27,Standard Class,Customer-0345,Customer-0345,Home Office,United States,Chicago,Pennsylvania,36016,East,PROD-7468,Furniture,Chairs,Chairs - Item 70,315.38,9,0.0,74.29,2030-03
506,OD-000211,2030-03-21,2030-03-23,Same Day,Customer-0345,Customer-0345,Corporate,United States,New York,Texas,63836,Central,PROD-4770,Furniture,Chairs,Chairs - Item 52,146.86,3,0.2,50.91,2030-03
507,OD-000211,2030-03-21,2030-03-22,Second Class,Customer-0345,Customer-0345,Consumer,United States,San Diego,Arizona,33671,Central,PROD-9123,Furniture,Chairs,Chairs - Item 71,118.26,6,0.2,34.21,2030-03
508,OD-000211,2030-03-21,2030-03-27,Same Day,Customer-0345,Customer-0345,Corporate,United States,San Diego,California,49220,Central,PROD-7107,Furniture,Chairs,Chairs - Item 72,410.81,4,0.05,192.88,2030-03
509,OD-000212,2031-12-21,2031-12-23,Second Class,Customer-0814,Customer-0814,Corporate,United States,New York,Texas,72502,West,PROD-7655,Furniture,Tables,Tables - Item 90,565.86,8,0.15,6.09,2031-12
510,OD-000213,2034-07-26,2034-07-28,First Class,Customer-0964,Customer-0964,Corporate,United States,Philadelphia,Texas,66361,South,PROD-5928,Technology,Copiers,Copiers - Item 73,65.82,3,0.05,76.45,2034-07
